LD_Canister,1.14823,-3.61883,2.66779
Yb3O2_Pellet_#6,-1.34236,-1.60562,9.23121
Yb3O2_Pellet_#8,-1.87047,1.49971,2.05204
Yb3O2_Pellet_#5,-0.27176,-2.19123,-2.32236
Yb3O2_Pellet_#3,2.59847,-0.0182405,-0.113293
Yb3O2_Pellet_#1,-0.134576,2.05896,-7.57662
Yb3O2_Pellet_#8,-1.76426,1.37249,-7.18488
Yb3O2_Pellet_#6,-1.75797,-1.90344,-5.25354
Yb3O2_Pellet_#6,-1.77595,-1.46048,-5.65818
Yb3O2_Pellet_#8,-1.73461,1.36016,-10.394
Yb3O2_Pellet_#2,1.45297,1.50546,-9.17905
Yb3O2_Pellet_#3,2.21682,-0.284073,-4.11514
Yb3O2_Pellet_#3,2.05441,0.156671,-11.3445
Yb3O2_Pellet_#8,-1.34253,1.70453,-6.62696
Yb3O2_Pellet_#1,0.0239445,2.55741,4.4762
Yb3O2_Pellet_#3,2.17057,0.264768,-9.20693
Yb3O2_Pellet_#7,-2.5377,0.186847,-3.25175
Yb3O2_Pellet_#2,1.50027,1.87584,-10.7028
Yb3O2_Pellet_#4,1.60885,-1.90664,-9.60601
Yb3O2_Pellet_#5,0.282835,-2.22827,-8.81426
Yb3O2_Pellet_#1,0.174053,2.37637,-7.98402
LD_Canister,1.35884,-0.92703,-0.880957
Yb3O2_Pellet_#2,1.63905,1.34935,-10.2659
Yb3O2_Pellet_#4,1.55936,-1.84875,-9.70312
Yb3O2_Pellet_#4,1.41342,-1.43775,7.38301
Yb3O2_Pellet_#5,-0.21645,-2.48726,8.85951
Yb3O2_Pellet_#6,-1.56843,-1.44178,-6.30255
LD_Canister,-0.00576854,-0.871363,13.8573
Yb3O2_Pellet_#4,1.6188,-1.7423,-9.44356
Yb3O2_Pellet_#8,-1.91902,1.69724,-8.44414
Yb3O2_Pellet_#4,1.484,-1.77459,-9.72875
Yb3O2_Pellet_#8,-1.37967,1.68917,8.46438
Yb3O2_Pellet_#4,1.6888,-1.92717,5.37601
Yb3O2_Pellet_#5,-0.166252,-2.40655,8.08676
Yb3O2_Pellet_#3,2.58293,0.0648288,8.22483
Yb3O2_Pellet_#6,-1.3875,-1.46925,-7.32109
Yb3O2_Pellet_#1,-0.0400039,2.10899,-9.04949
Yb3O2_Pellet_#1,-0.0159481,2.06416,-10.0371
Yb3O2_Pellet_#7,-2.01343,0.019772,0.295495
LD_Canister,0.920689,1.99984,-10.7968
LD_Canister,0.396677,-2.90603,12.4558
Yb3O2_Pellet_#6,-1.75827,-1.51561,9.6099
Yb3O2_Pellet_#1,-0.056365,2.57102,9.6238
Yb3O2_Pellet_#2,1.67761,1.54402,-3.9676
